CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C12055,1683.116573,1.0,98.0,98.0,0.0,240.304769,0.083333,0.083333,0.0,0.166667,4,1,1800.0,554.101761,556.407341,0.0,12
C12057,1060.422892,0.818182,161.5,161.5,0.0,765.748489,0.166667,0.166667,0.0,0.166667,5,3,3700.0,2333.389981,475.983876,0.111111,12
C12061,1502.44469,1.0,0.0,0.0,0.0,152.14064,0.0,0.0,0.0,0.25,4,0,1600.0,404.150829,740.836747,0.0,12
C12062,74.825456,1.0,293.5,49.0,244.5,0.0,0.666667,0.083333,0.583333,0.0,0,11,1500.0,215.258602,138.420441,0.272727,12
C12065,1644.496393,1.0,0.0,0.0,0.0,156.097738,0.0,0.0,0.0,0.083333,1,0,1950.0,542.414342,569.427263,0.0,12
C12067,1418.215497,1.0,1003.95,408.83,595.12,0.0,0.583333,0.166667,0.5,0.0,0,15,11000.0,2218.323066,454.602396,0.0,12
C12068,828.596569,1.0,1115.0,1115.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,268.295902,289.110551,0.0,12
C12070,1184.588701,1.0,704.4,0.0,704.4,61.069589,1.0,0.0,0.916667,0.083333,1,21,1200.0,810.831681,747.131941,0.0,12
C12072,497.726827,1.0,1234.5,653.0,581.5,0.0,0.583333,0.333333,0.416667,0.0,0,14,3000.0,206.102367,382.086744,0.0,12
C12073,868.734126,1.0,463.01,373.65,89.36,546.682275,0.416667,0.25,0.25,0.166667,4,11,1000.0,254.635576,375.38376,0.0,12
C12074,996.619846,0.727273,581.8,520.0,61.8,0.0,0.25,0.083333,0.166667,0.0,0,3,8500.0,2088.919798,238.591204,0.0,12
C12076,2551.023341,1.0,485.6,303.6,182.0,0.0,0.333333,0.083333,0.25,0.0,0,7,4500.0,478.461522,825.271126,0.0,12
C12079,1780.299975,1.0,1907.96,803.17,1104.79,727.608789,1.0,0.583333,1.0,0.333333,5,36,10000.0,2766.13064,391.624583,0.0,12
C12082,2522.043371,1.0,0.0,0.0,0.0,2504.271338,0.0,0.0,0.0,0.25,3,0,7000.0,519.343097,607.30396,0.0,12
C12084,763.992973,1.0,245.0,0.0,245.0,0.0,0.666667,0.0,0.583333,0.0,0,10,1500.0,1660.561025,344.810116,0.0,12
C12090,53.697916,1.0,114.49,114.49,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,7500.0,0.0,864.2065423050828,0.0,12
C12094,876.577775,1.0,1029.94,0.0,1029.94,0.0,1.0,0.0,1.0,0.0,0,18,2000.0,2221.896121,227.64056,0.0,12
C12095,1666.224023,1.0,720.48,0.0,720.48,1143.146657,0.833333,0.0,0.75,0.083333,2,15,2300.0,2473.619496,462.38019,0.083333,12
C12098,1050.085007,1.0,0.0,0.0,0.0,468.62986,0.0,0.0,0.0,0.25,6,0,1500.0,593.781355,242.578058,0.0,12
C12099,3811.587156,1.0,0.0,0.0,0.0,848.032831,0.0,0.0,0.0,0.083333,1,0,4500.0,1431.650735,1496.831824,0.0,12
C12100,1672.813954,1.0,299.83,117.39,182.44,113.720261,1.0,0.166667,0.916667,0.166667,2,21,1800.0,559.708549,523.962466,0.0,12
C12104,1178.90161,1.0,150.0,0.0,150.0,0.0,0.416667,0.0,0.333333,0.0,0,5,1200.0,360.303696,410.225607,0.0,12
C12105,1007.362008,1.0,469.92,0.0,469.92,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,716.423692,871.852779,0.0,12
C12113,1294.25883,1.0,0.0,0.0,0.0,92.841595,0.0,0.0,0.0,0.083333,1,0,1500.0,308.886492,468.194223,0.0,12
C12117,3474.972612,1.0,324.18,293.0,31.18,0.0,0.333333,0.166667,0.25,0.0,0,6,9500.0,950.735955,867.128283,0.0,12
C12121,1262.645703,1.0,329.9,257.0,72.9,0.0,0.333333,0.166667,0.166667,0.0,0,6,1800.0,905.863527,271.464874,0.0,12
C12122,4196.43487,1.0,90.01,90.01,0.0,1804.826917,0.166667,0.166667,0.0,0.25,3,3,8000.0,943.446254,1064.27255,0.0,12
C12127,137.775633,1.0,0.0,0.0,0.0,1936.205406,0.0,0.0,0.0,0.166667,4,0,3000.0,2489.260383,69.124834,0.083333,12
C12129,2828.765822,1.0,19.98,19.98,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,5500.0,593.220384,1159.310924,0.0,12
C12130,1452.469721,1.0,205.89,205.89,0.0,0.0,0.25,0.25,0.0,0.0,0,3,1600.0,501.655195,490.885882,0.0,12
C12132,1414.878106,1.0,98.08,68.42,29.66,0.0,0.166667,0.166667,0.083333,0.0,0,3,1500.0,523.235492,535.880979,0.0,12
C12135,291.510745,1.0,698.91,75.0,623.91,79.010038,1.0,0.083333,1.0,0.083333,1,38,5000.0,684.699102,178.065401,0.0,12
C12138,3250.621234,1.0,247.31,0.0,247.31,823.112588,0.583333,0.0,0.5,0.416667,6,7,4000.0,1016.490545,1014.858941,0.0,12
C12144,1389.583627,1.0,712.87,712.87,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,801.18565,364.139587,0.0,12
C12147,1998.339616,1.0,2238.0,1170.0,1068.0,0.0,0.75,0.583333,0.416667,0.0,0,22,6500.0,1985.047114,464.932133,0.0,12
C12149,463.512203,1.0,0.0,0.0,0.0,1166.982711,0.0,0.0,0.0,0.333333,5,0,7500.0,932.601452,167.149574,0.0,12
C12151,1073.42481,1.0,57.0,0.0,57.0,0.0,0.25,0.0,0.166667,0.0,0,3,1200.0,295.373115,320.830162,0.0,12
C12155,840.50105,1.0,0.0,0.0,0.0,1820.493358,0.0,0.0,0.0,0.416667,5,0,6500.0,805.79629,262.804339,0.0,12
C12159,981.098292,1.0,180.0,0.0,180.0,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,330.620032,539.543528,0.0,12
C12166,1756.078137,1.0,0.0,0.0,0.0,954.822692,0.0,0.0,0.0,0.166667,3,0,6000.0,1083.406473,673.452218,0.0,12
C12169,1346.309166,1.0,652.13,567.76,84.37,0.0,0.5,0.416667,0.083333,0.0,0,10,6000.0,385.145146,275.434078,0.0,12
C12170,329.388289,1.0,72.84,72.84,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,467.674193,216.289689,0.0,12
C12171,2537.892884,1.0,0.0,0.0,0.0,354.346012,0.0,0.0,0.0,0.25,3,0,3000.0,622.529592,622.651831,0.0,12
C12177,1956.295501,1.0,0.0,0.0,0.0,211.099323,0.0,0.0,0.0,0.333333,4,0,2100.0,634.788341,808.539833,0.0,12
C12178,916.200655,1.0,1827.62,1408.82,418.8,0.0,0.833333,0.5,0.666667,0.0,0,34,1200.0,1731.206869,253.774892,0.0,12
C12179,699.586726,1.0,796.11,796.11,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6000.0,807.665219,1559.810579,0.0,12
C12184,1301.800738,1.0,0.0,0.0,0.0,1378.856373,0.0,0.0,0.0,0.083333,2,0,4500.0,1009.40361,280.243063,0.0,12
C12185,1222.164025,1.0,0.0,0.0,0.0,2397.676198,0.0,0.0,0.0,0.416667,10,0,3000.0,385.290048,473.106541,0.0,12
C12187,1189.665497,0.909091,0.0,0.0,0.0,1454.884966,0.0,0.0,0.0,0.083333,3,0,1500.0,1656.765938,364.18588,0.0,12
C12188,1220.359151,1.0,568.3,0.0,568.3,0.0,0.833333,0.0,0.75,0.0,0,10,3000.0,902.082618,411.544387,0.0,12
C12189,1167.863521,1.0,94.7,94.7,0.0,187.817003,0.166667,0.166667,0.0,0.416667,5,2,1200.0,350.850434,284.605261,0.0,12
C12190,2508.405988,1.0,875.05,509.9,365.15,0.0,1.0,0.5,1.0,0.0,0,29,2600.0,1261.11301,1209.124265,0.0,12
C12194,478.834962,1.0,1060.99,1040.99,20.0,0.0,0.166667,0.083333,0.083333,0.0,0,4,1300.0,1162.790308,208.55975,0.0,12
C12197,2235.729892,1.0,83.0,38.0,45.0,481.39493,0.333333,0.083333,0.166667,0.166667,5,4,2500.0,568.336744,606.89303,0.0,12
C12200,273.247883,1.0,60.0,60.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2300.0,111.559902,208.976648,0.0,12
C12201,31.296491,1.0,84.0,0.0,84.0,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,91.67226,165.656889,0.0,12
C12202,374.552852,1.0,279.0,0.0,279.0,0.0,0.333333,0.0,0.25,0.0,0,4,1400.0,426.263702,211.761556,0.0,12
C12204,422.723099,0.727273,344.86,344.86,0.0,0.0,0.25,0.25,0.0,0.0,0,4,8500.0,1499.598264,185.217625,0.0,12
C12206,2696.774474,1.0,0.0,0.0,0.0,139.395627,0.0,0.0,0.0,0.083333,1,0,3000.0,685.053764,919.457678,0.0,12
C12211,139.449391,0.727273,843.03,0.0,843.03,0.0,0.583333,0.0,0.583333,0.0,0,7,2200.0,1312.375596,179.548143,0.0,12
C12212,1777.440238,1.0,78.47,0.0,78.47,332.13781,0.5,0.0,0.416667,0.083333,2,7,8500.0,3799.466293,499.536689,0.0,12
C12214,713.959917,1.0,542.96,452.96,90.0,268.410928,0.833333,0.416667,0.416667,0.166667,4,13,2500.0,195.490243,229.465974,0.0,12
C12216,1441.679257,1.0,0.0,0.0,0.0,914.794214,0.0,0.0,0.0,0.083333,1,0,6500.0,568.212802,308.89183,0.0,12
C12222,3188.47034,1.0,0.0,0.0,0.0,1673.75234,0.0,0.0,0.0,0.083333,1,0,4500.0,715.12033,1220.49839,0.0,12
C12223,2737.420448,1.0,0.0,0.0,0.0,257.147835,0.0,0.0,0.0,0.25,6,0,3000.0,944.591497,1249.695933,0.0,12
C12225,951.061932,1.0,1699.87,1262.04,437.83,0.0,1.0,0.666667,0.75,0.0,0,31,1800.0,2096.121508,306.046439,0.083333,12
C12228,1297.153644,1.0,839.14,419.88,419.26,0.0,0.833333,0.333333,0.666667,0.0,0,16,6000.0,362.337779,295.29696,0.0,12
C12230,1003.704494,0.818182,50.0,50.0,0.0,457.650652,0.083333,0.083333,0.0,0.25,5,1,3500.0,3389.03546,260.16707,0.0,12
C12234,2660.420641,1.0,0.0,0.0,0.0,382.272435,0.0,0.0,0.0,0.166667,2,0,5000.0,846.397004,687.079273,0.0,12
C12240,1089.528456,1.0,0.0,0.0,0.0,76.027194,0.0,0.0,0.0,0.083333,1,0,1200.0,371.902953,421.748003,0.0,12
C12242,97.000375,1.0,552.09,95.0,457.09,0.0,1.0,0.083333,0.833333,0.0,0,13,12000.0,601.430928,188.896158,0.083333,12
C12243,5.016768,0.909091,284.13,0.0,284.13,0.0,0.916667,0.0,0.916667,0.0,0,11,4000.0,274.729879,4.390918,0.0,12
C12247,4550.397004,1.0,548.0,548.0,0.0,660.523355,0.25,0.25,0.0,0.25,5,7,5000.0,1158.922139,1330.173932,0.0,12
C12248,2005.414367,1.0,0.0,0.0,0.0,510.618121,0.0,0.0,0.0,0.25,3,0,2100.0,746.145517,477.944936,0.0,12
C12252,2598.802288,1.0,0.0,0.0,0.0,185.909531,0.0,0.0,0.0,0.083333,1,0,3000.0,773.831303,671.834242,0.0,12
C12253,3086.75297,1.0,1015.91,293.41,722.5,0.0,0.916667,0.333333,0.833333,0.0,0,23,10500.0,938.131271,807.263772,0.0,12
C12255,390.55064,1.0,1261.99,1141.99,120.0,0.0,0.5,0.416667,0.416667,0.0,0,16,3000.0,18.496532,1151.777196,0.0,12
C12261,2586.357487,1.0,0.0,0.0,0.0,256.100571,0.0,0.0,0.0,0.083333,1,0,3000.0,658.61387,582.879568,0.0,12
C12263,3677.471434,1.0,1.0,1.0,0.0,859.297788,0.083333,0.083333,0.0,0.083333,2,1,7000.0,944.992262,947.691932,0.0,12
C12264,203.024867,0.818182,542.94,0.0,542.94,0.0,0.416667,0.0,0.416667,0.0,0,8,4000.0,955.283993,163.678855,0.0,12
C12269,3084.618021,1.0,0.0,0.0,0.0,2506.67355,0.0,0.0,0.0,0.5,10,0,4000.0,1003.664133,654.301721,0.0,12
C12270,52.575297,0.727273,282.62,33.62,249.0,0.0,0.416667,0.083333,0.25,0.0,0,5,6000.0,388.872739,149.884294,0.2,12
C12271,1166.500558,1.0,73.8,0.0,73.8,595.036388,0.333333,0.0,0.333333,0.416667,6,4,2000.0,514.586639,324.359117,0.0,12
C12276,24.463674,0.818182,254.37,0.0,254.37,0.0,0.75,0.0,0.666667,0.0,0,10,4000.0,206.073166,128.455136,0.125,12
C12280,1219.914858,1.0,0.0,0.0,0.0,442.372527,0.0,0.0,0.0,0.166667,2,0,1500.0,540.400104,288.438136,0.0,12
C12282,689.697644,1.0,22.68,0.0,22.68,0.0,0.083333,0.0,0.083333,0.0,0,1,11500.0,906.092735,224.709183,0.0,12
C12288,1504.334228,0.909091,565.0,565.0,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2200.0,2511.315474,471.295665,0.0,12
C12291,391.385478,1.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,0.0,0,0,4000.0,192.787345,227.924469,0.0,12
C12294,1685.020731,1.0,0.0,0.0,0.0,243.61411,0.0,0.0,0.0,0.083333,1,0,1800.0,559.556519,335.731533,0.0,12
C12297,1380.728565,1.0,0.0,0.0,0.0,126.637116,0.0,0.0,0.0,0.166667,3,0,1500.0,279.782836,515.444012,0.0,12
C12299,147.838347,1.0,0.0,0.0,0.0,68.919596,0.0,0.0,0.0,0.083333,1,0,600.0,50.406698,250.170305,0.0,12
C12302,4677.021295,1.0,1798.66,1364.22,434.44,1569.577102,0.916667,0.583333,0.916667,0.416667,6,36,9000.0,1156.783897,1615.317615,0.0,12
C12303,33.31938,0.818182,279.56,0.0,279.56,0.0,0.666667,0.0,0.583333,0.0,0,8,3000.0,347.911693,146.317275,0.285714,12
C12304,1748.310383,1.0,0.0,0.0,0.0,157.152652,0.0,0.0,0.0,0.083333,1,0,2000.0,538.443435,484.32512,0.0,12
C12312,4181.216991,1.0,1443.33,1443.33,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6000.0,1027.149996,1420.666789,0.0,12
C12314,2382.328208,1.0,899.58,413.28,486.3,450.252732,1.0,0.25,1.0,0.166667,4,34,2500.0,850.186851,1212.047288,0.0,12
C12317,1599.306976,1.0,112.57,112.57,0.0,70.564078,0.25,0.25,0.0,0.083333,1,3,1800.0,595.55337,379.959706,0.0,12
C12322,462.916347,1.0,270.97,107.15,163.82,0.0,0.333333,0.333333,0.25,0.0,0,7,10000.0,1293.523382,181.597864,0.083333,12
C12323,1281.276331,1.0,792.14,703.58,88.56,0.0,0.916667,0.5,0.75,0.0,0,18,1500.0,397.388693,706.199917,0.0,12
C12324,632.807858,1.0,453.91,318.91,135.0,927.939586,0.583333,0.333333,0.25,0.5,8,8,6000.0,350.387978,228.165965,0.0,12
C12333,44.174721,1.0,290.0,0.0,290.0,0.0,0.75,0.0,0.583333,0.0,0,9,6000.0,326.635918,158.281177,0.111111,12
C12335,937.276757,1.0,45.65,45.65,0.0,19.995297,0.083333,0.083333,0.0,0.083333,1,1,1000.0,335.809644,442.354727,0.0,12
C12344,1301.549278,1.0,0.0,0.0,0.0,72.681585,0.0,0.0,0.0,0.083333,1,0,1500.0,317.211622,531.398722,0.0,12
C12353,1417.474456,1.0,144.49,144.49,0.0,0.0,0.416667,0.416667,0.0,0.0,0,6,1500.0,348.50421,417.305741,0.0,12
C12354,1613.321542,1.0,252.0,252.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,1800.0,833.515706,592.475313,0.0,12
C12355,392.194003,1.0,788.14,788.14,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,9000.0,1041.707049,192.452296,0.0,12
C12361,153.003135,1.0,96.2,0.0,96.2,0.0,0.833333,0.0,0.833333,0.0,0,10,9000.0,326.168469,202.58767,0.0,12
C12363,1466.91925,1.0,0.0,0.0,0.0,37.691257,0.0,0.0,0.0,0.166667,2,0,1500.0,323.642185,429.538368,0.0,12
C12364,1777.056105,1.0,1083.12,0.0,1083.12,0.0,1.0,0.0,1.0,0.0,0,24,4000.0,383.231247,659.560532,0.0,12
C12365,475.171266,0.727273,1155.4,1155.4,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,1264.974166,116.244107,0.0,12
C12371,955.41412,1.0,0.0,0.0,0.0,1145.252721,0.0,0.0,0.0,0.25,4,0,1200.0,1402.659723,372.641361,0.0,12
C12373,3304.423662,1.0,0.0,0.0,0.0,1270.287892,0.0,0.0,0.0,0.416667,9,0,7000.0,1026.076088,1478.485801,0.0,12
C12374,1135.629139,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,1500.0,364.300862,449.07262,0.0,12
C12383,4071.792166,1.0,1721.66,551.17,1170.49,0.0,1.0,0.5,1.0,0.0,0,27,10000.0,1065.894938,1173.307383,0.0,12
C12386,2093.844656,1.0,0.0,0.0,0.0,1307.898095,0.0,0.0,0.0,0.083333,2,0,3000.0,470.841807,912.479272,0.0,12
C12387,299.464702,1.0,1439.49,593.0,846.49,0.0,1.0,0.166667,1.0,0.0,0,31,6000.0,1323.74446,200.986504,0.0,12
C12388,21.928045,0.909091,190.45,190.45,0.0,49.196465,0.166667,0.166667,0.0,0.083333,1,2,8500.0,155.609598,66.465635,0.0,12
C12391,2664.700424,1.0,715.51,109.0,606.51,494.573662,0.75,0.083333,0.583333,0.083333,1,11,3500.0,918.003032,792.902894,0.0,12
C12392,900.482738,1.0,0.0,0.0,0.0,77.012362,0.0,0.0,0.0,0.083333,1,0,1000.0,197.631228,214.62422,0.0,12
C12393,1146.202492,1.0,0.0,0.0,0.0,58.697369,0.0,0.0,0.0,0.25,3,0,1200.0,290.331406,353.360027,0.0,12
C12401,234.700486,1.0,82.0,82.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,4200.0,350.773984,215.834479,0.0,12
C12403,1435.703308,1.0,664.61,45.7,618.91,945.736707,0.666667,0.083333,0.5,0.166667,3,15,7500.0,453.692206,358.574883,0.0,12
C12408,3044.269636,1.0,93.31,93.31,0.0,789.697144,0.083333,0.083333,0.0,0.166667,2,1,3500.0,670.719989,949.520589,0.0,12
C12414,3338.863375,1.0,775.0,365.0,410.0,0.0,0.583333,0.166667,0.416667,0.0,0,8,8500.0,920.748289,784.929199,0.0,12
C12419,162.54754,0.909091,405.61,0.0,405.61,0.0,0.916667,0.0,0.916667,0.0,0,23,2200.0,612.674738,130.269702,0.0,12
C12423,929.115076,1.0,611.71,591.71,20.0,0.0,0.5,0.5,0.166667,0.0,0,11,1200.0,1019.527645,273.627647,0.0,12
C12424,2159.370933,1.0,627.23,493.48,133.75,1055.558646,0.75,0.75,0.333333,0.25,3,17,2500.0,1030.373212,521.492992,0.0,12
C12425,4523.499003,1.0,0.0,0.0,0.0,966.297398,0.0,0.0,0.0,0.083333,2,0,9500.0,1348.018275,1101.578675,0.0,12
C12426,753.703481,1.0,0.0,0.0,0.0,899.346012,0.0,0.0,0.0,0.083333,2,0,1200.0,1065.666403,160.863666,0.083333,12
C12427,3778.609797,1.0,878.29,631.27,247.02,0.0,0.583333,0.5,0.25,0.0,0,13,8500.0,883.744982,858.064557,0.0,12
C12429,606.323282,1.0,299.9,299.9,0.0,0.0,0.25,0.25,0.0,0.0,0,3,4200.0,502.64224,204.447891,0.0,12
C12437,1073.370435,0.818182,824.77,377.81,446.96,1214.495468,0.666667,0.416667,0.5,0.333333,6,25,1800.0,534.728641,892.117717,0.0,12
C12440,372.924756,0.909091,462.7,162.7,300.0,0.0,0.5,0.083333,0.416667,0.0,0,7,1800.0,1193.383862,114.183944,0.181818,12
C12442,2092.855291,1.0,1624.05,1205.75,418.3,0.0,0.5,0.25,0.333333,0.0,0,13,8500.0,3794.796448,559.169569,0.083333,12
C12443,556.912886,1.0,0.0,0.0,0.0,972.223685,0.0,0.0,0.0,0.083333,1,0,4000.0,1968.065171,188.435841,0.083333,12
C12448,1887.061349,1.0,0.0,0.0,0.0,93.437109,0.0,0.0,0.0,0.166667,3,0,2000.0,411.517239,765.751845,0.0,12
C12449,152.227891,1.0,946.0,536.0,410.0,0.0,0.75,0.25,0.416667,0.0,0,18,6500.0,804.255916,169.229664,0.2,12
C12451,2544.036536,1.0,0.0,0.0,0.0,107.710567,0.0,0.0,0.0,0.083333,1,0,7000.0,1064.575065,587.957563,0.0,12
C12454,182.959331,1.0,847.88,0.0,847.88,0.0,0.666667,0.0,0.666667,0.0,0,11,5000.0,757.48839,193.758424,0.166667,12
C12456,2817.403474,1.0,1878.54,1198.89,679.65,1154.965664,0.5,0.333333,0.333333,0.416667,8,14,3500.0,3185.017063,1079.066979,0.0,12
C12459,126.289657,0.909091,366.68,0.0,366.68,175.284005,0.333333,0.0,0.333333,0.166667,2,4,3000.0,679.431948,126.692506,0.181818,12
C12461,1084.131331,1.0,803.22,0.0,803.22,901.628291,1.0,0.0,0.916667,0.166667,3,21,1000.0,866.009167,1038.182688,0.0,12
C12463,109.594389,1.0,177.0,177.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1950.0,170.47103,221.171027,0.0,12
C12466,2866.054641,1.0,0.0,0.0,0.0,236.955668,0.0,0.0,0.0,0.25,4,0,3000.0,714.738754,799.591816,0.0,12
C12469,1299.93337,1.0,0.0,0.0,0.0,916.37094,0.0,0.0,0.0,0.083333,2,0,2400.0,303.052882,453.831541,0.0,12
C12472,4587.892398,1.0,140.6,140.6,0.0,953.934018,0.083333,0.083333,0.0,0.25,3,2,5500.0,1151.202909,1489.130441,0.0,12
C12475,34.387537,1.0,153.18,61.9,91.28,0.0,0.416667,0.083333,0.416667,0.0,0,11,2500.0,99.085409,145.637604,0.0,12
C12478,10.106017,0.727273,1160.66,34.9,1125.76,0.0,1.0,0.083333,0.916667,0.0,0,37,1500.0,1152.518504,32.376453,0.111111,12
C12483,1176.992085,1.0,890.0,400.0,490.0,0.0,0.583333,0.083333,0.416667,0.0,0,7,3000.0,640.607666,289.747401,0.0,12
C12490,17.026818,1.0,453.24,0.0,453.24,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,435.997908,62.817278,0.25,12
C12491,229.540732,1.0,694.91,37.5,657.41,0.0,0.916667,0.166667,0.833333,0.0,0,15,7500.0,1016.090423,189.29217,0.083333,12
C12492,186.706199,1.0,868.0,0.0,868.0,0.0,0.5,0.0,0.416667,0.0,0,6,4000.0,618.964215,268.075781,0.0,12
C12498,2537.257188,1.0,0.0,0.0,0.0,557.526465,0.0,0.0,0.0,0.166667,2,0,2750.0,933.01991,602.387923,0.0,12
C12499,2376.483239,1.0,858.5,858.5,0.0,356.570057,0.333333,0.333333,0.0,0.166667,3,13,7000.0,748.290167,597.63665,0.0,12
C12501,3904.008546,1.0,600.0,0.0,600.0,1433.189324,0.5,0.0,0.416667,0.5,6,6,4700.0,1154.910275,1475.694904,0.0,12
C12503,1114.56327,0.727273,0.0,0.0,0.0,298.659126,0.0,0.0,0.0,0.083333,1,0,6000.0,3842.787673,547.238675,0.111111,12
C12504,1128.717636,1.0,55.69,55.69,0.0,56.453676,0.083333,0.083333,0.0,0.083333,1,3,1200.0,266.286419,544.723121,0.0,12
C12507,3490.186741,1.0,816.0,638.91,177.09,0.0,0.583333,0.25,0.5,0.0,0,15,11500.0,947.039165,1076.480794,0.0,12
C12508,1368.99507,1.0,521.31,140.0,381.31,0.0,1.0,0.083333,1.0,0.0,0,20,3000.0,616.095965,467.239217,0.0,12
C12519,1101.656754,1.0,1398.21,1243.5,154.71,0.0,0.75,0.416667,0.416667,0.0,0,16,7000.0,257.24454,346.844936,0.0,12
C12521,765.880394,0.909091,0.0,0.0,0.0,1966.812413,0.0,0.0,0.0,0.083333,1,0,8500.0,2953.858729,335.991369,0.181818,12
C12523,2008.461205,1.0,0.0,0.0,0.0,2436.107429,0.0,0.0,0.0,0.083333,4,0,2900.0,3092.937061,681.529737,0.083333,12
C12525,198.12512,1.0,0.0,0.0,0.0,973.656086,0.0,0.0,0.0,0.166667,5,0,1200.0,253.475631,73.411615,0.083333,12
C12530,117.777688,0.727273,853.3,853.3,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2000.0,851.921672,73.600798,0.0,12
C12534,490.368785,1.0,932.03,231.87,700.16,987.069944,0.416667,0.083333,0.25,0.083333,1,5,5500.0,3170.370677,269.655125,0.083333,12
C12535,1848.248809,1.0,307.12,307.12,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,8500.0,3421.846931,470.192366,0.0,12
C12540,1203.464556,1.0,440.0,0.0,440.0,1472.061257,0.333333,0.0,0.25,0.083333,3,4,3000.0,584.787421,267.430198,0.0,12
C12546,3664.282588,1.0,493.34,260.0,233.34,0.0,0.416667,0.083333,0.416667,0.0,0,6,9500.0,1050.91005,821.066878,0.0,12
C12548,4570.04875,1.0,888.98,888.98,0.0,1825.929322,0.416667,0.416667,0.0,0.166667,2,7,6000.0,1179.34586,1200.960907,0.0,12
C12555,1589.449271,1.0,255.75,187.0,68.75,0.0,0.333333,0.166667,0.166667,0.0,0,5,3500.0,599.044421,586.693702,0.0,12
C12560,2008.004976,1.0,75.5,75.5,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,5000.0,485.389275,603.340807,0.0,12
C12566,705.645246,1.0,1325.21,1017.21,308.0,0.0,0.75,0.583333,0.416667,0.0,0,14,3000.0,860.265446,227.004657,0.0,12
C12568,1978.041097,1.0,0.0,0.0,0.0,1922.461395,0.0,0.0,0.0,0.166667,4,0,5500.0,1481.136548,477.284193,0.0,12
C12578,1132.282217,1.0,0.0,0.0,0.0,68.520455,0.0,0.0,0.0,0.083333,1,0,1200.0,281.613657,240.366583,0.0,12
C12581,1373.252757,1.0,0.0,0.0,0.0,79.435812,0.0,0.0,0.0,0.166667,3,0,1500.0,303.776791,466.08332,0.0,12
C12585,774.645244,1.0,190.54,0.0,190.54,2467.204866,0.416667,0.0,0.333333,0.25,4,6,1200.0,2365.524893,423.0202,0.166667,12
C12586,727.467671,1.0,420.88,0.0,420.88,429.481253,0.416667,0.0,0.333333,0.333333,4,7,4500.0,1190.41941,205.529399,0.0,12
C12591,752.485849,0.727273,0.0,0.0,0.0,1075.239192,0.0,0.0,0.0,0.083333,4,0,1200.0,1321.798347,145.445603,0.0,12
C12592,537.491488,1.0,1672.99,972.01,700.98,0.0,0.583333,0.416667,0.416667,0.0,0,25,1600.0,1306.526458,968.817429,0.25,12
C12598,952.379745,1.0,481.75,431.75,50.0,0.0,0.833333,0.666667,0.416667,0.0,0,20,1200.0,449.280028,273.503587,0.0,12
C12599,160.681189,0.909091,993.5,896.0,97.5,0.0,0.333333,0.166667,0.166667,0.0,0,9,6500.0,980.963861,140.519148,0.090909,12
C12606,2297.708974,1.0,0.0,0.0,0.0,797.536774,0.0,0.0,0.0,0.083333,2,0,3000.0,893.62955,469.990207,0.0,12
C12607,1667.269812,1.0,86.69,86.69,0.0,715.747319,0.083333,0.083333,0.0,0.083333,2,1,5500.0,313.750208,351.085178,0.0,12
C12611,772.206384,1.0,1319.19,1296.69,22.5,1581.026455,0.666667,0.666667,0.083333,0.333333,6,27,1200.0,2853.125011,528.790549,0.166667,12
C12612,533.163378,0.909091,0.0,0.0,0.0,930.378581,0.0,0.0,0.0,0.166667,2,0,1800.0,1753.60425,206.790234,0.111111,12
C12616,2384.257016,1.0,0.0,0.0,0.0,99.110887,0.0,0.0,0.0,0.166667,2,0,2500.0,564.37975,847.079637,0.0,12
